date,label,arm,g
2018-10-02,z,treatment_u,-0.17522041626438906
2018-10-03,z,treatment_u,-0.18286310154496682
2018-10-04,z,treatment_u,0.012554108570930776
2018-10-05,z,treatment_u,0.23028430431599528
2018-10-08,z,treatment_u,0.14623262843998147
2018-10-09,z,treatment_u,0.19028108394963258
2018-10-10,z,treatment_u,0.16238310442836335
2018-10-11,z,treatment_u,0.14169939438203313
2018-10-12,z,treatment_u,0.038765149387027104
2018-10-15,z,treatment_u,0.13111023012122983
2018-10-16,z,treatment_u,0.05292742760959407
2018-10-17,z,treatment_u,0.4020063440554397
2018-10-18,z,treatment_u,0.36888653541718547
2018-10-19,z,treatment_u,0.5326592683438012
2018-10-22,z,treatment_u,0.48116377158033014
2018-10-23,z,treatment_u,0.5660153139580892
2018-10-24,z,treatment_u,0.6597671024155213
2018-10-25,z,treatment_u,0.6597721389661594
2018-10-26,z,treatment_u,0.8114321173917233
2018-10-29,z,treatment_u,0.8405068545487567
2018-10-30,z,treatment_u,0.8890102432118974
2018-10-31,z,treatment_u,0.9680693495887267
2018-11-01,z,treatment_u,0.9745909510955499
2018-11-02,z,treatment_u,1.0391598444489458
2018-11-05,z,treatment_u,1.1159488984273789
2018-11-06,z,treatment_u,1.1487409915189017
2018-11-07,z,treatment_u,1.1403323935738627
2018-11-08,z,treatment_u,1.1979346965373894
2018-11-09,z,treatment_u,1.1965506762102325
2018-11-12,z,treatment_u,1.1050171420318686
2018-11-13,z,treatment_u,1.303784556516276
2018-11-14,z,treatment_u,1.1910231902064259
2018-11-15,z,treatment_u,1.1276845462642655
2018-11-16,z,treatment_u,0.8305426501622379
2018-11-19,z,treatment_u,0.9220867525839413
2018-11-20,z,treatment_u,1.119437926180371
2018-11-21,z,treatment_u,0.6478219250970249
2018-11-23,z,treatment_u,0.8879995825607259
2018-11-26,z,treatment_u,1.035750518935378
2018-11-27,z,treatment_u,1.2401427486290852
2018-11-28,z,treatment_u,1.112888357200041
2018-11-29,z,treatment_u,1.1036781570026457
2018-11-30,z,treatment_u,1.2452277289702018
2018-12-03,z,treatment_u,1.0975344368666533
2018-12-04,z,treatment_u,1.185943271393353
2018-12-06,z,treatment_u,1.1202953511090987
2018-12-07,z,treatment_u,1.103649811328238
2018-12-10,z,treatment_u,1.1301491359466775
2018-12-11,z,treatment_u,1.1436625146374344
2018-12-12,z,treatment_u,1.165757756822232
2018-12-13,z,treatment_u,1.0757135297522162
2018-12-14,z,treatment_u,1.1063791408163766
2018-12-17,z,treatment_u,1.3231168329732366
2018-12-18,z,treatment_u,1.2464068708238685
2018-12-19,z,treatment_u,1.1216578097753527
2018-12-20,z,treatment_u,0.9578086314500438
2018-12-21,z,treatment_u,0.9969280564188867
2018-12-24,z,treatment_u,1.0314545063160268
2018-12-26,z,treatment_u,1.198695671969786
2018-12-27,z,treatment_u,1.0625707264463558
2018-12-28,z,treatment_u,1.104883980266343
2018-12-31,z,treatment_u,0.9204985461621827
2019-01-02,z,treatment_u,0.7998323825913213
2019-01-03,z,treatment_u,0.8871861722154548
2019-01-04,z,treatment_u,0.9640653916635925
2019-01-07,z,treatment_u,0.8021360248593145
2019-01-08,z,treatment_u,0.8697402287463791
2019-01-09,z,treatment_u,1.0187680829178098
2019-01-10,z,treatment_u,0.956094165181819
2019-01-11,z,treatment_u,1.0830704371297781
2019-01-14,z,treatment_u,1.1217858320545642
2019-01-15,z,treatment_u,1.0131661234898148
2019-01-16,z,treatment_u,0.9484195591440614
2019-01-17,z,treatment_u,0.9115289555576251
2019-01-18,z,treatment_u,0.8500801447148406
2019-01-22,z,treatment_u,0.6768836262680026
2019-01-23,z,treatment_u,0.6086339550850788
2019-01-24,z,treatment_u,0.5784435993860604
2019-01-25,z,treatment_u,0.7510098584259025
2019-01-28,z,treatment_u,0.7729063850646799
2019-01-29,z,treatment_u,0.9062168991764936
2019-01-30,z,treatment_u,0.8244082629885788
2019-01-31,z,treatment_u,0.5516777332056534
2019-02-01,z,treatment_u,0.4927827138976173
2019-02-04,z,treatment_u,0.49901800791182843
2019-02-05,z,treatment_u,0.3942872863384964
2019-02-06,z,treatment_u,0.4284418330709049
2019-02-07,z,treatment_u,0.37503725358122336
2019-02-08,z,treatment_u,0.3469676283538149
2019-02-11,z,treatment_u,0.4826207457396131
2019-02-12,z,treatment_u,0.33984431444756763
2019-02-13,z,treatment_u,0.46602862469994494
2019-02-14,z,treatment_u,0.6086864678047839
2019-02-15,z,treatment_u,0.6682904252182942
2019-02-19,z,treatment_u,0.6849185158189335
2019-02-20,z,treatment_u,0.7106501557854221
2019-02-21,z,treatment_u,0.7131767505216103
2019-02-22,z,treatment_u,0.6086796554409237
2019-02-25,z,treatment_u,0.4889010970715382
